LONG	LAT	WATER_LEVE	WATER_REDU	QUANTITY	NO	DIFF	DEPTH	DEPTH4DEV	IDOBJECT	ID_WELL	EX	NY	ZONE	LINK	Z
98.800	18.400	0.000	0.000	0.000	2381	10	10.000	10.000	2665	WRN1592	479505	2035496	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1592	-10.00000000000
98.800	18.400	0.000	0.000	0.000	2382	10	10.000	10.000	2666	WRN1591	479393	2035484	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1591	-10.00000000000
98.800	18.400	0.000	0.000	0.000	2383	10	10.000	10.000	2698	WRN1623	479288	2035522	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1623	-10.00000000000
98.800	18.400	0.000	0.000	0.000	2384	10	10.000	10.000	2706	WRN1618	479893	2035302	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1618	-10.00000000000
98.800	18.400	0.000	0.000	0.000	2385	10	10.000	10.000	2708	WRN1620	479310	2035365	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1620	-10.00000000000
98.800	18.410	0.000	0.000	0.000	2412	10	10.000	10.000	2692	WRN322	479230	2036512	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN322	-10.00000000000
98.800	18.410	0.000	0.000	0.000	2413	10	10.000	10.000	2709	WRN313	479381	2036312	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN313	-10.00000000000
98.800	18.420	0.000	0.000	0.000	2479	10	10.000	10.000	1150	WRN364	479520	2037178	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN364	-10.00000000000
98.800	18.420	0.000	0.000	0.000	2480	10	10.000	10.000	1201	WRN444	479373	2037271	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN444	-10.00000000000
98.800	18.420	0.000	0.000	0.000	2481	10	10.000	10.000	1210	WRN453	479539	2037464	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN453	-10.00000000000
98.800	18.420	0.000	0.000	0.000	2482	10	10.000	10.000	1213	WRN456	479428	2037521	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN456	-10.00000000000
98.800	18.420	0.000	0.000	0.000	2483	10	10.000	10.000	1218	WRN461	479779	2037710	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN461	-10.00000000000
98.800	18.430	0.000	0.000	0.000	2516	10	10.000	10.000	1208	WRN451	479351	2037892	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN451	-10.00000000000
98.810	18.380	0.000	0.000	0.000	2589	10	10.000	10.000	268	WRN1654	479934	2033321	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1654	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2595	10	10.000	10.000	250	WRN1636	480341	2033715	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1636	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2596	10	10.000	10.000	251	WRN1637	480131	2033748	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1637	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2597	10	10.000	10.000	256	WRN1644	479988	2033440	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1644	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2598	10	10.000	10.000	259	WRN1643	480001	2033466	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1643	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2599	10	10.000	10.000	270	WRN1656	480109	2033742	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1656	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2600	10	10.000	10.000	2630	WRN1566	480120	2034436	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1566	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2601	10	10.000	10.000	2631	WRN1567	480125	2034473	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1567	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2602	10	10.000	10.000	2693	WRN1633	480235	2033463	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1633	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2603	10	10.000	10.000	2694	WRN1634	480274	2033412	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1634	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2604	10	10.000	10.000	2699	WRN1624	480108	2033882	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1624	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2605	10	10.000	10.000	2700	WRN1625	480278	2033809	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1625	-10.00000000000
98.810	18.390	0.000	0.000	0.000	2606	10	10.000	10.000	2733	WRN414	480389	2034330	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN414	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2632	10	10.000	10.000	2573	WRN1576	479988	2034978	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1576	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2633	10	10.000	10.000	2632	WRN1568	480049	2034574	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1568	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2634	10	10.000	10.000	2633	WRN1577	480003	2035010	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1577	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2635	10	10.000	10.000	2634	WRN1578	479973	2035038	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1578	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2636	10	10.000	10.000	2745	WRN428	480483	2034883	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN428	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2637	10	10.000	10.000	2876	WRN1569	480061	2034892	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1569	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2638	10	10.000	10.000	2877	WRN1570	480054	2034913	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1570	-10.00000000000
98.810	18.400	0.000	0.000	0.000	2639	10	10.000	10.000	2880	WRN1574	480037	2035191	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1574	-10.00000000000
98.810	18.410	0.000	0.000	0.000	2684	10	10.000	10.000	1115	WRN1829	480544	2036363	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1829	-10.00000000000
98.810	18.410	0.000	0.000	0.000	2685	10	10.000	10.000	1118	WRN1828	480876	2035647	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1828	-10.00000000000
98.810	18.410	0.000	0.000	0.000	2686	10	10.000	10.000	1127	WRN268	480131	2036036	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN268	-10.00000000000
98.810	18.410	0.000	0.000	0.000	2687	10	10.000	10.000	2690	WRN267	479953	2036131	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN267	-10.00000000000
98.810	18.420	0.000	0.000	0.000	2726	10	10.000	10.000	1228	WRN473	480066	2037615	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN473	-10.00000000000
98.810	18.430	0.000	0.000	0.000	2732	10	10.000	10.000	436	WRN499	480705	2038007	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN499	-10.00000000000
98.810	18.430	0.000	0.000	0.000	2733	10	10.000	10.000	438	WRN501	480684	2038304	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN501	-10.00000000000
98.810	18.430	0.000	0.000	0.000	2734	10	10.000	10.000	442	WRN503	480784	2038442	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN503	-10.00000000000
98.810	18.430	0.000	0.000	0.000	2735	10	10.000	10.000	597	WRN518	480922	2038709	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN518	-10.00000000000
98.810	18.430	0.000	0.000	0.000	2736	10	10.000	10.000	1232	WRN477	480352	2038412	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN477	-10.00000000000
98.820	18.380	0.000	0.000	0.000	2826	10	10.000	10.000	1057	WRN1299	481961	2032987	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN1299	-10.00000000000
98.820	18.400	0.000	0.000	0.000	2873	10	10.000	10.000	1131	WRN289	481010	2034909	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=WRN289	-10.00000000000
