Longitude	Latitude	Distance
98.288987	19.029942	12.356706
98.288999	19.014281	15.92276
98.289002	19.024455	20.498823
98.289009	19.02715	29.682529
98.289022	19.019644	18.791109
98.289047	19.021745	24.591051
98.289054	18.988193	3.482254
98.289059	18.996953	12.958314
98.289067	19.0327	31.949246
98.289073	19.029867	3.22272
98.289074	18.401528	18.905192
98.28908	19.021121	20.723024
98.289081	18.988175	3.482254
98.289086	19.02984	3.22272
98.289099	19.016607	11.342167
98.289114	19.027494	2.723005
98.289114	19.027426	7.474825
98.289129	19.027513	2.723005
98.28913	18.988118	2.620245
98.28913	18.988118	2.620245
98.289135	19.022529	25.379364
98.289146	18.988099	2.620245
98.289155	19.021513	21.22268
98.289158	19.029657	18.017902
98.289178	19.027695	20.778878
98.289179	19.02803	23.072943
98.289182	19.029497	11.396285
98.289186	19.021324	21.22268
98.289203	19.028236	12.99761
98.289205	19.01963	12.936483
98.289206	19.016622	11.342167
98.289228	19.028351	12.99761
98.28923	19.029267	9.169337
98.28923	19.029405	11.396285
98.289244	19.014108	15.734213
98.289244	19.013966	15.734213
98.289246	18.988014	8.761735
98.289249	18.401566	18.905192
98.28925	18.33183	31.912322
98.289253	19.028648	18.019843
98.289277	19.028809	10.502213
98.289278	19.029198	9.169337
98.289294	19.032918	34.127733
98.289297	18.987951	8.761735
98.289301	19.024299	7.595005
98.289301	19.0289	10.502213
98.289302	19.029107	10.505736
98.289324	18.997068	20.481332
98.289327	19.019645	12.936483
98.289333	19.022674	26.366588
98.289337	19.01376	24.920658
98.289372	19.024285	7.595005
98.289393	18.987861	14.270172
98.289439	19.022922	29.638232
98.289464	19.019689	15.218916
98.289496	19.016711	29.512144
98.289514	19.023212	33.261451
98.289517	18.997092	20.481332
98.289521	19.013441	28.655677
98.289522	19.033209	37.745469
98.289559	18.401595	26.670913
98.28958	18.331954	2.648163
98.289599	18.987792	17.866369
98.289601	19.024257	24.272023
98.289605	18.331957	2.648163
98.28961	19.01133	18.880281
98.289611	19.011098	25.049304
98.289638	19.034545	14.610376
98.28964	19.03424	27.13294
98.289643	19.033529	37.745469
98.289646	19.034676	14.610376
98.289663	19.019704	13.23223
98.289666	19.011492	18.880281
98.289673	19.010881	25.049304
98.289686	18.997184	12.958295
98.28969	19.013239	28.587714
98.289696	19.023474	34.124563
98.289738	19.034015	15.246293
98.289748	19.033878	15.246293
98.289755	19.016813	5.218211
98.289767	19.012992	2.681351
98.289769	18.987778	17.866369
98.289771	19.016858	5.218211
98.289777	19.01297	2.681351
98.289785	19.019675	2.453645
98.28979	19.034923	31.31519
98.2898	19.019659	2.453645
98.289807	18.997207	12.958295
98.289812	18.401605	26.670913
98.289819	19.011614	21.085192
98.289823	18.332046	25.110668
98.289845	19.024215	22.315718
98.289876	19.01693	13.678294
98.289903	19.010693	24.527939
98.289924	19.023693	26.815122
98.289926	19.019586	15.528318
98.289928	18.997276	14.834313
98.289945	18.987814	17.221432
98.289967	19.012732	32.204806
98.290017	19.035185	36.195243
98.290028	19.017148	22.378584
98.290029	19.024114	22.315718
98.29005	19.019151	6.461713
98.29005	19.019093	6.461713
98.29006	19.023896	24.416648
98.290064	19.01947	11.292564
98.290064	19.019368	11.292564
98.290077	18.987905	17.221432
98.290078	19.011833	36.46952
98.290102	19.010577	24.527939
98.290103	18.401662	0.423643
98.290107	18.401662	0.423643
98.290121	18.997323	11.37724
98.290134	19.017323	22.378584
98.29015	18.33207	13.214343
98.290151	19.012501	32.204806
98.290152	18.401657	4.745057
98.290158	19.018745	32.136692
98.290172	18.988046	18.541666
98.290183	19.012181	35.647707
98.290199	19.035461	36.195243
98.290204	19.017626	6.282743
98.290209	19.01757	6.282743
98.290217	18.997369	11.37724
98.290239	19.017715	10.573755
98.290251	19.018469	7.253721
98.290266	19.018406	3.074696
98.290269	19.017845	14.867803
98.290275	18.332078	9.786646
98.290278	18.401658	13.329437
98.290282	19.018383	3.074696
98.290282	18.988186	18.403124
98.290285	19.010419	26.178655
98.290314	19.01802	19.324153
98.290338	19.018192	19.324153
98.290367	18.332083	9.786646
98.290451	18.988229	18.403124
98.290457	19.035738	33.145432
98.290484	19.010245	28.454248
98.290511	18.401677	15.516238
98.290539	18.332065	18.256298
98.290604	18.997576	30.909433
98.290628	18.988216	7.341059
98.290657	18.401696	14.689489
98.290697	18.988204	7.341059
98.290701	19.035928	5.113351
98.290745	19.035947	0.324976
98.290747	19.03595	0.324976
98.29076	19.009941	38.756461
98.290778	18.988197	8.547412
98.290783	18.401752	14.689489
98.290893	18.997623	30.909433
98.290977	18.401748	16.243196
98.290996	18.987992	20.56036
98.291005	19.009681	38.756461
98.291021	18.987808	20.56036
98.291022	18.987395	27.777846
98.29103	18.987146	22.989704
98.29107	18.331762	25.616776
98.291081	19.036256	48.924581
98.291091	18.330158	10.699414
98.291103	18.330253	10.713828
98.291103	18.401832	9.473985
98.291103	18.330062	10.699414
98.291108	19.037097	32.307726
98.291119	18.986957	22.989704
98.291122	19.037388	32.307726
98.291155	19.036749	39.028202
98.291171	18.401888	0.352426
98.291171	18.401892	0.352426
98.291172	18.330401	17.963863
98.291179	18.329955	14.091662
98.291212	19.037736	33.240377
98.291215	18.331578	25.616776
98.29122	19.009392	14.251452
98.291231	18.986754	25.395944
98.291244	18.330653	16.116047
98.291257	19.009268	9.075027
98.291258	18.401916	9.609723
98.291267	18.32986	14.091662
98.291277	18.331313	30.210667
98.291292	18.33079	13.919207
98.291309	19.009204	9.075027
98.291315	18.330955	4.593007
98.291315	18.330914	4.593007
98.291333	19.038013	33.240377
98.291371	18.986559	26.293958
98.291375	18.401982	14.270228
98.291377	18.997601	30.597832
98.291387	19.008928	31.692466
98.291403	19.00858	38.763652
98.291405	19.008202	35.818361
98.291452	18.32972	24.943335
98.291452	19.007883	35.818361
98.291503	19.039115	22.808942
98.291505	18.986356	26.53977
98.291511	18.40201	5.411775
98.291517	19.039376	26.262572
98.29153	19.038289	24.27751
98.291534	19.038912	22.808942
98.291561	18.402019	3.544555
98.291562	19.039608	26.262572
98.291569	19.006247	5.186049
98.291569	19.0062	5.186049
98.291575	19.007579	5.103163
98.291585	19.006099	11.405416
98.291591	19.007536	5.103163
98.291594	18.402023	3.544555
98.291616	19.00599	12.524706
98.291627	19.038694	23.045338
98.291628	19.038487	23.045338
98.291646	18.986133	27.19502
98.291667	18.997579	0.389917
98.291671	18.99758	0.389917
98.291696	19.006347	17.288529
98.291701	18.329462	6.742043
98.291735	19.005857	19.42707
98.291757	18.329431	6.742043
98.291775	19.007203	38.001078
98.29179	19.039783	25.132922
98.291801	18.985937	27.19502
98.291883	18.402047	30.593758
98.291908	18.997603	25.043961
98.291942	18.985714	7.439827
98.291961	19.006323	2.312923
98.291972	18.985653	7.439827
98.291982	18.329265	29.383079
98.291983	19.006323	2.312923
98.291984	19.005727	16.071429
98.29199	19.006928	26.678785
98.292003	19.039886	25.132922
98.292023	19.006333	4.317106
98.292098	19.00671	19.436531
98.292099	19.00642	12.569507
98.292114	19.006536	13.010245
98.292116	18.985426	13.006117
98.292118	18.984715	10.505944
98.292126	18.997695	10.163422
98.292129	19.005681	3.712344
98.29214	18.985312	13.006117
98.292142	18.984624	10.505944
98.292159	19.005664	3.712344
98.292165	18.985059	28.162058
98.29219	19.005644	3.881974
98.292191	18.984486	16.080295
98.292208	18.32911	29.383079
98.292222	18.997695	10.163422
98.292247	19.039974	25.438018
98.292333	18.402155	27.132211
98.292335	19.005478	24.010888
98.292336	18.984441	16.080295
98.292391	18.997834	23.463611
98.292485	19.040012	20.715912
98.292497	19.005246	30.827044
98.292506	18.984281	25.199489
98.292534	18.32892	34.152554
98.292589	18.402186	27.132211
98.292635	19.004993	26.593887
98.292652	18.98396	12.995304
98.292676	18.983845	12.995304
98.292683	19.040013	20.715912
98.292741	18.99821	3.307063
98.292749	18.983708	17.096979
98.292762	18.998232	3.307063
98.292781	19.004797	26.593887
98.292798	18.328742	12.313203
98.292888	18.328673	12.313203
98.292895	18.983571	11.373487
98.292897	18.998362	18.368366
98.292927	19.040014	25.664947
98.292928	18.402233	36.247056
98.292992	18.983525	11.373487
98.292993	18.9985	18.368366
98.293018	19.00461	32.526864
98.293185	18.998868	12.990653
98.293209	18.983526	22.863788
98.293209	18.998982	12.990653
98.293278	18.402328	35.363363
98.293329	18.999235	30.797615
98.293339	19.039987	27.69921
98.293352	18.999533	10.513438
98.293354	19.004466	28.791229
98.293376	18.999625	10.513438
98.2934	18.999808	20.554367
98.293447	19.046471	16.575734
98.293451	18.983618	18.350601
98.293466	19.046619	7.837703
98.29347	19.046311	18.017868
98.29348	19	13.602083
98.293494	19.046685	7.837703
98.293494	19.046036	9.176773
98.293542	19.045967	9.176773
98.293569	19.000089	13.602083
98.293591	19.004336	11.942157
98.293595	18.98371	18.350601
98.293598	19.040031	27.69921
98.293598	18.402421	29.544642
98.293614	19.04544	12.995829
98.293638	19.045554	12.995829
98.293661	19.046859	25.115886
98.29369	19.004283	11.942157
98.29371	19.045325	16.292042
98.293728	18.328437	10.162549
98.293732	19.000227	23.03138
98.293782	19.045141	21.759898
98.293825	18.328437	10.162549
98.293843	19.047005	25.115886
98.29386	18.402515	28.466633
98.293904	19.000373	10.00594
98.293921	18.328392	10.473225
98.293938	19.004189	28.132348
98.293948	19.040192	40.939919
98.293982	19.000424	10.00594
98.29401	19.047209	24.415346
98.294017	18.328369	10.473225
98.294037	19.048051	35.219034
98.294039	19.047717	32.271492
98.29404	19.047427	24.415346
98.294077	18.984193	10.484237
98.294103	18.402627	28.466633
98.294119	19.044522	10.50269
98.294128	19.048356	35.219034
98.294143	19.04443	10.50269
98.294174	18.984216	10.484237
98.294215	19.044155	10.504291
98.294237	19.040454	28.658649
98.29424	19.044247	10.504291
98.294263	19.043903	28.487349
98.294264	19.048647	35.360606
98.294272	19.043139	25.206357
98.294286	19.043366	16.438344
98.294286	19.043513	10.195978
98.294286	19.043605	10.195978
98.294293	19.00066	33.44319
98.294324	19.003822	5.105946
98.29435	19.042719	42.713001
98.29436	19.00379	5.105946
98.294378	18.32837	9.165336
98.294394	18.402777	27.540276
98.294404	19.040658	28.658649
98.294413	18.984202	12.985367
98.294428	19.042342	29.744738
98.294451	18.328324	9.165336
98.294463	19.0037	6.294192
98.29449	19.042081	27.707435
98.294506	19.003661	1.931216
98.29452	19.00365	1.931216
98.294536	18.984195	12.985367
98.294537	19.048865	37.672346
98.294541	19.040905	31.006213
98.294552	19.000835	33.44319
98.294571	19.003567	10.63953
98.2946	19.041254	10.67862
98.294621	19.041348	10.67862
98.294626	18.402889	27.540276
98.294643	19.041878	18.042743
98.294646	19.041459	7.52644
98.294648	19.003415	18.753002
98.294667	18.328302	23.008721
98.294674	19.041719	18.042743
98.294675	19.041521	7.52644
98.294756	19.003212	18.123681
98.294817	19.00306	13.952817
98.29485	19.002938	12.652191
98.294857	19.049157	35.286965
98.294869	18.403048	20.730802
98.294872	19.001025	2.144405
98.294875	18.984035	9.173435
98.294879	19.002828	1.384329
98.294884	19.002817	1.384329
98.294886	19.001039	2.144405
98.294916	19.002742	8.928363
98.294948	18.983989	9.173435
98.294963	19.001061	8.468559
98.294979	19.002596	8.692935
98.29501	19.002524	8.692935
98.295029	18.328257	19.354955
98.295063	18.403076	3.737844
98.295097	18.403086	3.737844
98.2951	19.049375	26.347851
98.295111	19.001084	12.789433
98.295149	19.00222	0.872082
98.295155	19.002215	0.298093
98.295156	19.002212	0.298093
98.295166	18.983783	13.722095
98.295195	19.00206	17.408092
98.295197	18.328189	15.243821
98.295215	18.983669	12.731615
98.295218	18.403086	12.816422
98.295226	19.049581	2.535504
98.29523	19.001106	12.789433
98.295243	19.049596	2.535504
98.295249	19.001894	18.875771
