LONG	LAT	RI	REAL_VALUE	ROUNDUP	NORMALIZED	NORMALIZE1
99.14523	19.7805	15.000000000	30000	1	3	0.78
99.17523	19.7805	15.000000000	20000	1	2	0.52
99.18523	19.7805	15.000000000	10000	1	1	0.26
99.19523	19.7805	15.000000000	10000	1	1	0.26
99.12523	19.7705	15.000000000	10000	1	1	0.26
99.14523	19.7705	15.000000000	10000	1	1	0.26
99.16523	19.7705	15.000000000	10000	1	1	0.26
99.19523	19.7705	15.000000000	10000	1	1	0.26
99.21523	19.7705	15.000000000	10000	1	1	0.26
99.20523	19.7605	15.000000000	20000	1	2	0.52
99.11523	19.7505	15.000000000	10000	1	1	0.26
99.15523	19.7505	15.000000000	30000	1	3	0.78
99.16523	19.7505	15.000000000	20000	1	2	0.52
99.17523	19.7505	15.000000000	10000	1	1	0.26
99.11523	19.7405	15.000000000	10000	1	1	0.26
99.18523	19.7405	15.000000000	30000	1	3	0.78
99.14523	19.7305	15.000000000	10000	1	1	0.26
99.15523	19.7305	15.000000000	20000	1	2	0.52
99.16523	19.7305	15.000000000	30000	1	3	0.78
99.17523	19.7305	15.000000000	10000	1	1	0.26
99.19523	19.7305	15.000000000	10000	1	1	0.26
99.12523	19.7205	15.000000000	10000	1	1	0.26
99.14523	19.7205	15.000000000	10000	1	1	0.26
99.16523	19.7205	15.000000000	30000	1	3	0.78
99.15523	19.7105	15.000000000	20000	1	2	0.52
99.16523	19.7105	15.000000000	20000	1	2	0.52
99.17523	19.7105	15.000000000	30000	1	3	0.78
99.18523	19.7105	15.000000000	10000	1	1	0.26
99.19523	19.7105	15.000000000	20000	1	2	0.52
99.15523	19.7005	15.000000000	20000	1	2	0.52
99.15523	19.6905	15.000000000	10000	1	1	0.26
99.14523	19.6705	15.000000000	10000	1	1	0.26
99.15523	19.6705	15.000000000	10000	1	1	0.26
98.95523	19.4505	15.000000000	10000	1	1	0.26
99.16523	19.4405	15.000000000	30000	1	3	0.78
99.15523	19.4305	15.000000000	10000	1	1	0.26
99.16523	19.4305	15.000000000	20000	1	2	0.52
99.19523	19.4305	15.000000000	20000	1	2	0.52
99.20523	19.4305	15.000000000	10000	1	1	0.26
99.22523	19.4305	15.000000000	20000	1	2	0.52
99.15523	19.4205	15.000000000	10000	1	1	0.26
99.16523	19.4205	15.000000000	10000	1	1	0.26
99.17523	19.4205	15.000000000	10000	1	1	0.26
99.18523	19.4205	15.000000000	10000	1	1	0.26
99.15523	19.4105	15.000000000	10000	1	1	0.26
99.17523	19.4105	15.000000000	20000	1	2	0.52
98.97523	19.4005	15.000000000	10000	1	1	0.26
99.15523	19.4005	15.000000000	10000	1	1	0.26
99.16523	19.4005	15.000000000	30000	1	3	0.78
99.23523	19.4005	15.000000000	10000	1	1	0.26
99.16523	19.3905	15.000000000	10000	1	1	0.26
99.16523	19.3805	15.000000000	20000	1	2	0.52
99.23523	19.3805	15.000000000	20000	1	2	0.52
98.97523	19.3705	15.000000000	10000	1	1	0.26
99.15523	19.3705	15.000000000	20000	1	2	0.52
99.16523	19.3705	15.000000000	20000	1	2	0.52
99.17523	19.3705	15.000000000	20000	1	2	0.52
99.22523	19.3705	15.000000000	20000	1	2	0.52
99.23523	19.3705	15.000000000	20000	1	2	0.52
98.97523	19.3605	15.000000000	20000	1	2	0.52
99.15523	19.3605	15.000000000	10000	1	1	0.26
99.17523	19.3605	15.000000000	30000	1	3	0.78
99.23523	19.3605	15.000000000	10000	1	1	0.26
99.16523	19.3505	15.000000000	20000	1	2	0.52
99.21523	19.3505	15.000000000	30000	1	3	0.78
99.22523	19.3505	15.000000000	10000	1	1	0.26
98.95523	19.3405	15.000000000	10000	1	1	0.26
99.17523	19.3405	15.000000000	30000	1	3	0.78
99.20523	19.3405	15.000000000	20000	1	2	0.52
99.21523	19.3405	15.000000000	10000	1	1	0.26
98.94523	19.3305	15.000000000	10000	1	1	0.26
98.96523	19.3305	15.000000000	10000	1	1	0.26
99.17523	19.3305	15.000000000	10000	1	1	0.26
99.20523	19.3305	15.000000000	20000	1	2	0.52
99.21523	19.3305	15.000000000	30000	1	3	0.78
98.96523	19.3205	15.000000000	10000	1	1	0.26
99.17523	19.3205	15.000000000	10000	1	1	0.26
99.19523	19.3205	15.000000000	10000	1	1	0.26
99.20523	19.3205	15.000000000	20000	1	2	0.52
99.23523	19.3205	15.000000000	10000	1	1	0.26
98.95523	19.3105	15.000000000	10000	1	1	0.26
98.96523	19.3105	15.000000000	10000	1	1	0.26
99.17523	19.3105	15.000000000	30000	1	3	0.78
99.18523	19.3105	15.000000000	20000	1	2	0.52
99.20523	19.3105	15.000000000	10000	1	1	0.26
99.21523	19.3105	15.000000000	10000	1	1	0.26
99.17523	19.3005	15.000000000	10000	1	1	0.26
99.19523	19.3005	15.000000000	10000	1	1	0.26
99.17523	19.2905	15.000000000	10000	1	1	0.26
99.18523	19.2905	15.000000000	20000	1	2	0.52
99.20523	19.2605	15.000000000	10000	1	1	0.26
99.15523	19.2505	15.000000000	10000	1	1	0.26
99.17523	19.2505	15.000000000	10000	1	1	0.26
99.18523	19.2205	15.000000000	10000	1	1	0.26
98.98523	19.2005	15.000000000	10000	1	1	0.26
99.00523	19.1905	15.000000000	10000	1	1	0.26
98.99523	19.1805	15.000000000	10000	1	1	0.26
98.94523	19.1705	15.000000000	10000	1	1	0.26
99.00523	19.1705	15.000000000	10000	1	1	0.26
98.93523	19.1605	15.000000000	10000	1	1	0.26
98.94523	19.1605	15.000000000	20000	1	2	0.52
99.00523	19.1605	15.000000000	10000	1	1	0.26
99.02523	19.1605	15.000000000	10000	1	1	0.26
98.92523	19.1505	15.000000000	20000	1	2	0.52
98.97523	19.1505	15.000000000	10000	1	1	0.26
98.98523	19.1505	15.000000000	20000	1	2	0.52
99.01523	19.1505	15.000000000	30000	1	3	0.78
98.98523	19.1405	15.000000000	30000	1	3	0.78
99.04523	19.1405	15.000000000	10000	1	1	0.26
98.93523	19.1305	15.000000000	20000	1	2	0.52
99.01523	19.1305	15.000000000	20000	1	2	0.52
99.02523	19.1305	15.000000000	30000	1	3	0.78
99.03523	19.1305	15.000000000	10000	1	1	0.26
99.04523	19.1305	15.000000000	10000	1	1	0.26
98.94523	19.1205	15.000000000	10000	1	1	0.26
99.00523	19.1205	15.000000000	20000	1	2	0.52
99.01523	19.1205	15.000000000	10000	1	1	0.26
99.02523	19.1205	15.000000000	20000	1	2	0.52
98.93523	19.1105	15.000000000	20000	1	2	0.52
99.01523	19.1105	15.000000000	20000	1	2	0.52
99.03523	19.1105	15.000000000	10000	1	1	0.26
99.05523	19.1105	15.000000000	10000	1	1	0.26
99.18523	19.1105	15.000000000	10000	1	1	0.26
98.83523	19.1005	15.000000000	20000	1	2	0.52
98.84523	19.1005	15.000000000	10000	1	1	0.26
98.92523	19.1005	15.000000000	10000	1	1	0.26
98.93523	19.1005	15.000000000	30000	1	3	0.78
99.17523	19.1005	15.000000000	10000	1	1	0.26
98.92523	19.0905	15.000000000	10000	1	1	0.26
98.93523	19.0905	15.000000000	30000	1	3	0.78
99.17523	19.0905	15.000000000	10000	1	1	0.26
98.85523	19.0805	15.000000000	20000	1	2	0.52
98.92523	19.0805	15.000000000	10000	1	1	0.26
98.96523	19.0805	15.000000000	10000	1	1	0.26
99.17523	19.0805	15.000000000	20000	1	2	0.52
98.92523	19.0705	15.000000000	10000	1	1	0.26
98.94523	19.0705	15.000000000	10000	1	1	0.26
98.85523	19.0605	15.000000000	10000	1	1	0.26
98.93523	19.0605	15.000000000	10000	1	1	0.26
98.94523	19.0605	15.000000000	10000	1	1	0.26
98.96523	19.0605	15.000000000	30000	1	3	0.78
98.86523	19.0505	15.000000000	10000	1	1	0.26
98.86523	19.0405	15.000000000	10000	1	1	0.26
98.87523	19.0405	15.000000000	20000	1	2	0.52
98.94523	19.0405	15.000000000	20000	1	2	0.52
98.96523	19.0405	15.000000000	10000	1	1	0.26
98.87523	19.0305	15.000000000	20000	1	2	0.52
98.92523	19.0305	15.000000000	10000	1	1	0.26
98.93523	19.0305	15.000000000	10000	1	1	0.26
98.94523	19.0305	15.000000000	10000	1	1	0.26
98.95523	19.0305	15.000000000	10000	1	1	0.26
98.96523	19.0305	15.000000000	10000	1	1	0.26
98.97523	19.0305	15.000000000	20000	1	2	0.52
98.98523	19.0305	15.000000000	10000	1	1	0.26
98.86523	19.0205	15.000000000	10000	1	1	0.26
98.88523	19.0205	15.000000000	10000	1	1	0.26
98.92523	19.0205	15.000000000	10000	1	1	0.26
98.93523	19.0205	15.000000000	20000	1	2	0.52
98.94523	19.0205	15.000000000	30000	1	3	0.78
98.98523	19.0205	15.000000000	30000	1	3	0.78
98.99523	19.0205	15.000000000	10000	1	1	0.26
98.87523	19.0105	15.000000000	20000	1	2	0.52
98.88523	19.0105	15.000000000	20000	1	2	0.52
98.92523	19.0105	15.000000000	10000	1	1	0.26
98.94523	19.0105	15.000000000	30000	1	3	0.78
98.96523	19.0105	15.000000000	10000	1	1	0.26
98.92523	19.0005	15.000000000	10000	1	1	0.26
98.93523	19.0005	15.000000000	10000	1	1	0.26
98.94523	19.0005	15.000000000	20000	1	2	0.52
98.96523	19.0005	15.000000000	20000	1	2	0.52
98.97523	19.0005	15.000000000	10000	1	1	0.26
98.98523	19.0005	15.000000000	10000	1	1	0.26
98.89523	18.9905	15.000000000	30000	1	3	0.78
98.93523	18.9905	15.000000000	20000	1	2	0.52
98.94523	18.9905	15.000000000	30000	1	3	0.78
98.97523	18.9905	15.000000000	10000	1	1	0.26
98.91523	18.9805	15.000000000	20000	1	2	0.52
98.96523	18.9805	15.000000000	10000	1	1	0.26
98.89523	18.9705	15.000000000	10000	1	1	0.26
98.91523	18.9705	15.000000000	10000	1	1	0.26
98.93523	18.9705	15.000000000	10000	1	1	0.26
98.96523	18.9705	15.000000000	30000	1	3	0.78
98.93523	18.9605	15.000000000	10000	1	1	0.26
98.94523	18.9605	15.000000000	30000	1	3	0.78
98.97523	18.9605	15.000000000	10000	1	1	0.26
98.93523	18.9505	15.000000000	10000	1	1	0.26
98.94523	18.9505	15.000000000	20000	1	2	0.52
98.97523	18.9505	15.000000000	10000	1	1	0.26
98.92523	18.9405	15.000000000	10000	1	1	0.26
98.93523	18.9405	15.000000000	10000	1	1	0.26
98.93523	18.9305	15.000000000	10000	1	1	0.26
98.96523	18.9305	15.000000000	20000	1	2	0.52
98.97523	18.9305	15.000000000	20000	1	2	0.52
98.98523	18.9305	15.000000000	20000	1	2	0.52
99.00523	18.9305	15.000000000	10000	1	1	0.26
98.94523	18.9205	15.000000000	10000	1	1	0.26
98.96523	18.9205	15.000000000	10000	1	1	0.26
98.98523	18.9205	15.000000000	30000	1	3	0.78
98.99523	18.9205	15.000000000	10000	1	1	0.26
99.00523	18.9205	15.000000000	30000	1	3	0.78
99.03523	18.9205	15.000000000	10000	1	1	0.26
99.14523	18.9205	15.000000000	10000	1	1	0.26
98.94523	18.9105	15.000000000	10000	1	1	0.26
98.95523	18.9105	15.000000000	20000	1	2	0.52
98.96523	18.9105	15.000000000	20000	1	2	0.52
98.97523	18.9105	15.000000000	20000	1	2	0.52
98.98523	18.9105	15.000000000	30000	1	3	0.78
98.99523	18.9105	15.000000000	20000	1	2	0.52
99.03523	18.9105	15.000000000	10000	1	1	0.26
99.04523	18.9105	15.000000000	20000	1	2	0.52
99.09523	18.9105	15.000000000	10000	1	1	0.26
99.11523	18.9105	15.000000000	10000	1	1	0.26
99.12523	18.9105	15.000000000	10000	1	1	0.26
99.13523	18.9105	15.000000000	30000	1	3	0.78
98.92523	18.9005	15.000000000	10000	1	1	0.26
98.93523	18.9005	15.000000000	10000	1	1	0.26
98.96523	18.9005	15.000000000	20000	1	2	0.52
98.98523	18.9005	15.000000000	10000	1	1	0.26
98.99523	18.9005	15.000000000	30000	1	3	0.78
99.00523	18.9005	15.000000000	10000	1	1	0.26
99.01523	18.9005	15.000000000	10000	1	1	0.26
99.05523	18.9005	15.000000000	10000	1	1	0.26
99.10523	18.9005	15.000000000	30000	1	3	0.78
99.11523	18.9005	15.000000000	20000	1	2	0.52
99.15523	18.9005	15.000000000	10000	1	1	0.26
98.96523	18.8905	15.000000000	20000	1	2	0.52
98.99523	18.8905	15.000000000	30000	1	3	0.78
99.03523	18.8905	15.000000000	10000	1	1	0.26
99.06523	18.8905	15.000000000	10000	1	1	0.26
99.07523	18.8905	15.000000000	30000	1	3	0.78
99.08523	18.8905	15.000000000	10000	1	1	0.26
99.09523	18.8905	15.000000000	10000	1	1	0.26
99.12523	18.8905	15.000000000	30000	1	3	0.78
98.94523	18.8805	15.000000000	30000	1	3	0.78
98.95523	18.8805	15.000000000	10000	1	1	0.26
98.96523	18.8805	15.000000000	10000	1	1	0.26
98.97523	18.8805	15.000000000	10000	1	1	0.26
98.98523	18.8805	15.000000000	30000	1	3	0.78
99.03523	18.8805	15.000000000	10000	1	1	0.26
99.04523	18.8805	15.000000000	30000	1	3	0.78
99.06523	18.8805	15.000000000	30000	1	3	0.78
99.10523	18.8805	15.000000000	20000	1	2	0.52
99.11523	18.8805	15.000000000	10000	1	1	0.26
99.14523	18.8805	15.000000000	10000	1	1	0.26
98.95523	18.8705	15.000000000	10000	1	1	0.26
98.97523	18.8705	15.000000000	10000	1	1	0.26
99.00523	18.8705	15.000000000	30000	1	3	0.78
99.02523	18.8705	15.000000000	30000	1	3	0.78
99.04523	18.8705	15.000000000	30000	1	3	0.78
99.12523	18.8705	15.000000000	10000	1	1	0.26
99.13523	18.8705	15.000000000	20000	1	2	0.52
99.14523	18.8705	15.000000000	10000	1	1	0.26
99.15523	18.8705	15.000000000	20000	1	2	0.52
98.97523	18.8605	15.000000000	10000	1	1	0.26
99.02523	18.8605	15.000000000	20000	1	2	0.52
99.09523	18.8605	15.000000000	30000	1	3	0.78
99.10523	18.8605	15.000000000	20000	1	2	0.52
99.13523	18.8605	15.000000000	10000	1	1	0.26
99.14523	18.8605	15.000000000	30000	1	3	0.78
99.16523	18.8605	15.000000000	20000	1	2	0.52
98.97523	18.8505	15.000000000	10000	1	1	0.26
99.01523	18.8505	15.000000000	10000	1	1	0.26
99.02523	18.8505	15.000000000	10000	1	1	0.26
99.07523	18.8505	15.000000000	20000	1	2	0.52
99.08523	18.8505	15.000000000	20000	1	2	0.52
99.09523	18.8505	15.000000000	30000	1	3	0.78
99.13523	18.8505	15.000000000	30000	1	3	0.78
99.14523	18.8505	15.000000000	30000	1	3	0.78
98.94523	18.8405	15.000000000	10000	1	1	0.26
99.02523	18.8405	15.000000000	20000	1	2	0.52
99.03523	18.8405	15.000000000	20000	1	2	0.52
99.04523	18.8405	15.000000000	10000	1	1	0.26
99.07523	18.8405	15.000000000	20000	1	2	0.52
99.16523	18.8405	15.000000000	10000	1	1	0.26
99.02523	18.8305	15.000000000	10000	1	1	0.26
99.03523	18.8305	15.000000000	20000	1	2	0.52
99.04523	18.8305	15.000000000	20000	1	2	0.52
99.17523	18.8305	15.000000000	10000	1	1	0.26
99.18523	18.8305	15.000000000	10000	1	1	0.26
99.04523	18.8205	15.000000000	10000	1	1	0.26
99.05523	18.8205	15.000000000	20000	1	2	0.52
99.17523	18.8205	15.000000000	20000	1	2	0.52
99.02523	18.8105	15.000000000	10000	1	1	0.26
99.04523	18.8105	15.000000000	30000	1	3	0.78
99.11523	18.8105	15.000000000	20000	1	2	0.52
99.12523	18.8105	15.000000000	30000	1	3	0.78
99.17523	18.8105	15.000000000	10000	1	1	0.26
99.04523	18.8005	15.000000000	30000	1	3	0.78
99.06523	18.8005	15.000000000	20000	1	2	0.52
99.09523	18.8005	15.000000000	30000	1	3	0.78
99.10523	18.8005	15.000000000	30000	1	3	0.78
99.18523	18.8005	15.000000000	30000	1	3	0.78
99.05523	18.7905	15.000000000	20000	1	2	0.52
99.06523	18.7905	15.000000000	20000	1	2	0.52
99.10523	18.7905	15.000000000	10000	1	1	0.26
99.13523	18.7905	15.000000000	20000	1	2	0.52
99.27523	18.7905	15.000000000	20000	1	2	0.52
99.05523	18.7805	15.000000000	10000	1	1	0.26
99.06523	18.7805	15.000000000	10000	1	1	0.26
99.07523	18.7805	15.000000000	30000	1	3	0.78
99.08523	18.7805	15.000000000	20000	1	2	0.52
99.09523	18.7805	15.000000000	20000	1	2	0.52
99.14523	18.7805	15.000000000	30000	1	3	0.78
99.06523	18.7705	15.000000000	10000	1	1	0.26
99.07523	18.7705	15.000000000	20000	1	2	0.52
99.08523	18.7705	15.000000000	20000	1	2	0.52
99.11523	18.7705	15.000000000	30000	1	3	0.78
99.14523	18.7705	15.000000000	10000	1	1	0.26
99.16523	18.7705	15.000000000	20000	1	2	0.52
99.17523	18.7705	15.000000000	10000	1	1	0.26
99.18523	18.7705	15.000000000	10000	1	1	0.26
99.26523	18.7705	15.000000000	10000	1	1	0.26
98.93523	18.7605	15.000000000	10000	1	1	0.26
98.95523	18.7605	15.000000000	10000	1	1	0.26
99.06523	18.7605	15.000000000	20000	1	2	0.52
99.08523	18.7605	15.000000000	20000	1	2	0.52
99.09523	18.7605	15.000000000	10000	1	1	0.26
99.10523	18.7605	15.000000000	10000	1	1	0.26
99.12523	18.7605	15.000000000	20000	1	2	0.52
99.17523	18.7605	15.000000000	10000	1	1	0.26
99.23523	18.7605	15.000000000	10000	1	1	0.26
99.24523	18.7605	15.000000000	10000	1	1	0.26
99.26523	18.7605	15.000000000	10000	1	1	0.26
98.94523	18.7505	15.000000000	10000	1	1	0.26
99.03523	18.7505	15.000000000	10000	1	1	0.26
99.04523	18.7505	15.000000000	10000	1	1	0.26
99.06523	18.7505	15.000000000	20000	1	2	0.52
99.07523	18.7505	15.000000000	30000	1	3	0.78
99.08523	18.7505	15.000000000	30000	1	3	0.78
99.09523	18.7505	15.000000000	20000	1	2	0.52
99.10523	18.7505	15.000000000	20000	1	2	0.52
99.12523	18.7505	15.000000000	10000	1	1	0.26
99.13523	18.7505	15.000000000	10000	1	1	0.26
99.16523	18.7505	15.000000000	20000	1	2	0.52
99.17523	18.7505	15.000000000	10000	1	1	0.26
99.24523	18.7505	15.000000000	10000	1	1	0.26
99.25523	18.7505	15.000000000	10000	1	1	0.26
98.92523	18.7405	15.000000000	10000	1	1	0.26
98.95523	18.7405	15.000000000	10000	1	1	0.26
99.02523	18.7405	15.000000000	20000	1	2	0.52
99.04523	18.7405	15.000000000	10000	1	1	0.26
99.05523	18.7405	15.000000000	20000	1	2	0.52
99.08523	18.7405	15.000000000	20000	1	2	0.52
99.09523	18.7405	15.000000000	30000	1	3	0.78
99.10523	18.7405	15.000000000	10000	1	1	0.26
99.13523	18.7405	15.000000000	30000	1	3	0.78
99.15523	18.7405	15.000000000	20000	1	2	0.52
99.16523	18.7405	15.000000000	10000	1	1	0.26
99.18523	18.7405	15.000000000	30000	1	3	0.78
99.20523	18.7405	15.000000000	20000	1	2	0.52
99.22523	18.7405	15.000000000	30000	1	3	0.78
98.94523	18.7305	15.000000000	10000	1	1	0.26
98.95523	18.7305	15.000000000	10000	1	1	0.26
98.96523	18.7305	15.000000000	10000	1	1	0.26
99.06523	18.7305	15.000000000	30000	1	3	0.78
99.08523	18.7305	15.000000000	30000	1	3	0.78
99.12523	18.7305	15.000000000	10000	1	1	0.26
99.13523	18.7305	15.000000000	10000	1	1	0.26
99.14523	18.7305	15.000000000	30000	1	3	0.78
99.16523	18.7305	15.000000000	10000	1	1	0.26
99.17523	18.7305	15.000000000	20000	1	2	0.52
99.18523	18.7305	15.000000000	10000	1	1	0.26
99.21523	18.7305	15.000000000	30000	1	3	0.78
99.22523	18.7305	15.000000000	10000	1	1	0.26
98.90523	18.7205	15.000000000	10000	1	1	0.26
98.94523	18.7205	15.000000000	10000	1	1	0.26
98.95523	18.7205	15.000000000	10000	1	1	0.26
98.98523	18.7205	15.000000000	10000	1	1	0.26
99.00523	18.7205	15.000000000	10000	1	1	0.26
99.02523	18.7205	15.000000000	10000	1	1	0.26
99.05523	18.7205	15.000000000	20000	1	2	0.52
99.10523	18.7205	15.000000000	10000	1	1	0.26
99.11523	18.7205	15.000000000	10000	1	1	0.26
99.12523	18.7205	15.000000000	10000	1	1	0.26
99.13523	18.7205	15.000000000	20000	1	2	0.52
99.16523	18.7205	15.000000000	20000	1	2	0.52
99.17523	18.7205	15.000000000	20000	1	2	0.52
99.18523	18.7205	15.000000000	20000	1	2	0.52
99.19523	18.7205	15.000000000	20000	1	2	0.52
99.20523	18.7205	15.000000000	20000	1	2	0.52
99.21523	18.7205	15.000000000	20000	1	2	0.52
98.91523	18.7105	15.000000000	10000	1	1	0.26
98.93523	18.7105	15.000000000	10000	1	1	0.26
98.94523	18.7105	15.000000000	10000	1	1	0.26
98.95523	18.7105	15.000000000	20000	1	2	0.52
98.96523	18.7105	15.000000000	20000	1	2	0.52
