Longitude	Latitude	Distance
98.68486	17.598336	39.910888
98.684895	17.599899	29.733362
98.684928	17.443896	61.995503
98.684943	17.599176	23.961119
98.684964	17.597832	22.531037
98.684975	18.364711	44.375035
98.684985	18.332462	96.547107
98.684992	17.664393	33.590177
98.685005	17.596753	34.259137
98.685035	17.664692	33.590177
98.685041	17.598982	21.158644
98.685065	17.461263	34.766091
98.685122	17.595411	32.153655
98.685141	17.664085	23.457049
98.685163	17.595125	32.153655
98.685172	17.601327	34.687599
98.685189	18.374216	48.181362
98.685202	17.60019	33.859446
98.685203	17.601638	21.668734
98.68521	17.665016	28.4077
98.685211	17.598881	21.158644
98.685212	17.595791	43.347178
98.685217	17.596986	30.186678
98.685296	17.601811	21.668734
98.68531	17.66395	23.457049
98.68531	17.66395	23.457049
98.685346	18.364525	44.375035
98.685372	17.461542	22.041976
98.685385	17.597689	43.374708
98.685394	17.594875	37.023449
98.685431	17.596419	13.45217
98.685447	17.665135	28.4077
98.685462	17.600366	33.859446
98.685479	17.597093	30.186678
98.685483	17.44372	52.731066
98.685552	17.461642	7.475153
98.685558	17.596419	13.45217
98.685563	17.46177	6.924985
98.685563	17.461708	6.924985
98.685586	17.663965	29.20804
98.685592	17.602022	24.238078
98.685596	17.596269	17.172385
98.685628	17.461957	21.861639
98.68565	18.374612	34.536807
98.685653	17.597394	38.270392
98.685693	17.662496	25.818903
98.685718	18.364238	38.291561
98.685729	18.332967	72.07956
98.685732	17.662267	25.818903
98.685778	17.597844	30.880782
98.685793	17.594628	50.42038
98.685819	17.602003	24.238078
98.685887	17.462144	34.456099
98.685898	17.603095	51.317667
98.685914	17.443484	52.731066
98.68593	18.374773	25.204371
98.685949	17.665222	35.851647
98.685985	18.364004	38.291561
98.686009	18.376314	77.316109
98.686052	17.661778	64.06278
98.68606	17.601903	27.857642
98.686066	17.597802	30.880782
98.686084	17.66349	13.125808
98.686091	18.37494	22.793032
98.6861	17.663272	12.738798
98.686142	17.663594	13.125808
98.686161	18.375134	22.793032
98.686173	17.663181	12.738798
98.68621	17.462331	26.20729
98.686227	17.603433	49.622936
98.686241	17.662677	47.734289
98.686245	18.363643	48.601077
98.68626	17.648733	21.797698
98.686262	17.6651	35.851647
98.6863	18.375469	40.020157
98.686329	17.648918	21.797698
98.686348	18.333242	55.449555
98.686368	17.66447	18.101841
98.686397	17.648367	43.187009
98.686409	18.37714	68.083531
98.686425	17.603837	24.24109
98.686437	17.462425	23.092251
98.686451	17.602207	20.462385
98.686458	17.664828	25.576057
98.68646	17.789459	37.05857
98.686471	17.789792	25.124788
98.686474	17.664598	18.101841
98.686521	17.789023	24.256025
98.686522	17.788805	24.256025
98.686567	17.789999	22.505991
98.686592	17.443072	85.305131
98.686594	17.602967	64.735202
98.686603	17.649726	40.36646
98.68661	17.66205	33.378449
98.686623	18.363329	53.05881
98.686631	17.462519	17.255905
98.686632	17.647888	36.984999
98.686638	17.59417	17.809407
98.686642	17.602233	20.462385
98.686645	17.662866	24.733021
98.686652	17.603864	24.24109
98.686665	17.663142	15.325697
98.686722	17.790137	20.353377
98.686728	17.649383	39.381645
98.686728	17.462643	12.452014
98.68674	18.376363	77.316109
98.686753	17.665096	41.394431
98.686763	17.788369	30.649758
98.686764	17.788093	30.649758
98.686774	17.663052	15.325697
98.686786	18.333517	55.449555
98.686788	18.377636	56.328048
98.686793	17.462737	12.452014
98.686805	17.664109	47.70084
98.686806	17.59416	17.809407
98.686833	17.603728	24.432558
98.686899	17.647674	26.673166
98.686913	17.649076	11.560822
98.686914	17.790126	20.353377
98.686922	17.662009	33.378449
98.686926	17.648972	11.560822
98.686948	17.66565	17.111439
98.686955	17.462861	22.070273
98.686962	18.382597	48.733089
98.687001	18.381018	41.36851
98.687006	17.594393	19.888352
98.687018	17.665789	17.111439
98.687024	17.665364	32.825915
98.687028	18.378145	36.462912
98.687033	18.37969	51.834602
98.687033	18.383629	63.163577
98.687094	17.664768	21.059063
98.687117	18.377012	49.853195
98.687123	17.664412	19.317573
98.687126	18.384406	47.054796
98.687145	17.664585	19.317573
98.687147	17.442482	85.590861
98.68715	17.647689	18.179342
98.687151	17.603354	26.703767
98.687159	18.378449	36.462912
98.687172	17.594476	17.994577
98.687177	17.649803	38.087949
98.68718	18.378839	43.478877
98.687188	17.66184	19.894239
98.687213	17.650539	20.78232
98.687215	17.467649	23.578776
98.687246	17.463017	12.444278
98.687251	17.467858	22.137375
98.687252	17.650355	20.78232
98.687257	18.384811	46.821517
98.687264	18.385236	47.293696
98.68727	17.787279	36.106274
98.687272	17.786429	29.14185
98.687275	17.468056	20.929668
98.687278	18.377434	49.853195
98.687279	17.665896	28.178215
98.687294	17.594363	17.994577
98.687296	17.661084	21.73896
98.687305	17.64776	18.179342
98.687309	17.790127	41.868936
98.68731	17.661704	19.894239
98.687311	17.463111	12.444278
98.687311	17.660889	21.73896
98.687318	17.786958	36.106274
98.687325	17.467254	20.115881
98.687369	18.381146	41.36851
98.68738	17.603254	20.933825
98.687381	17.786189	29.14185
98.687382	17.594065	12.716563
98.687399	17.602037	54.168262
98.687408	17.463204	14.633403
98.68741	18.381929	77.736999
98.687418	18.333824	75.006734
98.68742	18.380284	77.635384
98.687421	18.383196	63.163577
98.687422	18.382628	48.733089
98.687426	17.650714	29.804388
98.687435	17.660615	33.174484
98.687463	17.60252	54.168262
98.687465	17.468107	9.983519
98.68747	17.467138	19.174915
98.687477	18.379491	51.834602
98.687479	17.593998	12.716563
98.687481	17.468196	9.983519
98.687536	17.64982	26.316663
98.687537	17.463453	23.170866
98.687543	18.37804	32.192922
98.687543	17.665865	28.178215
98.687546	18.384056	58.936833
98.68757	17.603303	9.94672
98.687576	18.378695	40.907429
98.687577	18.378327	32.192922
98.687577	17.468336	18.612105
98.687592	17.65005	12.040057
98.687607	17.467025	19.174915
98.687614	17.60359	24.298983
98.687618	18.38692	64.27923
98.687629	17.603372	9.94672
98.687634	17.463796	17.293927
98.687634	17.46364	17.293927
98.687645	17.441876	85.590861
98.687666	17.463982	21.033023
98.687669	18.362405	83.465269
98.687685	18.384699	46.821517
98.687693	17.785856	42.60484
98.687694	17.466751	23.171977
98.687698	17.464356	20.750233
98.687698	17.464169	20.750233
98.6877	17.650017	12.040057
98.687754	17.785478	42.60484
98.687755	17.59399	29.213113
98.687762	17.464543	18.609461
98.687791	17.466565	23.171977
98.6878	17.790266	54.241506
98.687819	17.649876	9.579298
98.687827	17.464698	18.609461
98.687833	17.649962	9.579298
98.687848	17.593421	13.081614
98.687859	17.464916	21.042172
98.687879	18.385826	52.660088
98.687885	17.593291	13.638023
98.687887	17.606897	7.91382
98.687889	17.466378	14.258805
98.687891	17.465103	21.034939
98.687899	17.593528	13.081614
98.687902	17.593751	24.832994
98.687907	17.665595	20.153332
98.687909	17.646666	16.654988
98.687919	17.646816	16.654988
98.68792	17.468382	11.481878
98.687921	17.606834	7.91382
98.687922	17.466254	10.934664
98.687923	17.465289	17.632166
98.687929	17.649894	4.036764
98.687939	17.64993	4.036764
98.687954	17.46616	10.934664
98.687955	17.465756	17.293912
98.687955	17.4656	17.293912
98.687955	17.465445	17.293927
98.68796	17.604388	23.696538
98.687963	17.607202	16.798917
98.687965	17.468476	11.481878
98.687965	17.607845	42.4057
98.687987	17.466036	13.837606
98.687987	17.465912	13.837606
98.68799	17.607053	16.798917
98.68799	18.386288	52.660088
98.687991	17.648275	48.182285
98.688011	17.59332	13.638023
98.688017	17.665447	20.153332
98.688029	17.603837	21.214323
98.688049	17.468581	7.294158
98.688082	17.601978	32.548435
98.688095	17.604217	23.696538
98.688098	17.468627	7.294158
98.688105	18.388322	80.825428
98.688116	17.440886	120.862063
98.688134	17.604	21.214323
98.68816	17.651207	85.010044
98.688164	17.784858	38.783506
98.68817	17.468662	5.470557
98.688185	17.59345	23.527397
98.688186	17.604483	24.135335
98.688196	17.606861	25.707846
98.688202	18.36185	83.465269
98.688207	17.468697	5.470557
98.688224	17.608136	42.4057
98.688227	18.386903	64.27923
98.688231	17.46893	21.36695
98.688247	17.665267	19.409701
98.688252	17.647671	20.780385
98.688259	18.334098	93.862851
98.68828	17.602359	31.899885
98.688283	17.647223	22.27558
98.688285	17.647855	20.780385
98.688286	17.659857	21.284603
98.688315	17.469104	12.14751
98.688332	17.784549	38.783506
98.688336	17.646213	15.97957
98.688361	17.645375	16.600775
98.688363	17.645226	16.600775
98.688364	17.647408	22.27558
98.688368	17.602085	31.899885
98.688409	17.646088	15.97957
98.688412	17.469162	12.14751
98.688414	17.604475	24.135335
98.68842	17.648419	23.868952
98.688425	17.606784	25.707846
98.688428	17.665235	19.409701
98.688429	17.784147	41.34257
98.688432	17.593552	10.970458
98.688461	17.64587	24.792704
98.688478	17.659803	21.284603
98.688486	17.643505	27.996353
98.68849	17.78378	41.34257
98.688512	17.648673	20.103805
98.688521	17.469256	15.514901
98.688535	17.593561	9.318547
98.688547	17.646469	36.195978
98.6886	18.389414	70.700313
98.688607	17.644976	37.866464
98.688609	17.606522	11.410372
98.688612	17.59352	9.318547
98.688616	17.593267	28.098454
98.688622	17.643288	26.228639
98.688625	17.648331	23.868952
98.688634	17.439806	103.115549
98.688639	17.602365	38.057183
98.688658	17.606431	11.410372
98.688661	18.38752	50.859483
98.688666	17.648779	20.103805
98.688672	17.604777	17.266878
98.688683	17.78331	45.257753
98.68869	17.469372	22.152008
98.688717	17.592936	38.397714
98.688772	18.387965	50.191922
98.688808	17.66539	33.082859
98.688816	17.643142	26.228639
98.688821	17.781266	26.652227
98.688827	17.604825	17.266878
98.688833	17.643532	29.309603
98.688839	17.606365	17.593061
98.68884	17.782931	45.257753
98.688843	17.790418	62.639423
98.688847	17.648655	23.658539
98.688855	18.361081	91.762097
98.68887	17.651734	39.098396
98.688894	17.781036	26.652227
98.688895	17.659958	32.956426
98.688932	18.388389	50.191922
98.688944	17.469489	7.816767
98.688962	17.651218	39.854783
98.688992	17.644833	43.858992
98.689	17.606403	17.593061
98.689009	17.648821	25.129114
98.68901	17.438952	103.115549
98.689017	17.469477	7.816767
98.689021	17.782472	33.315201
98.689026	17.780692	40.766504
98.689029	17.469361	12.985986
98.689098	17.643456	29.309603
98.689106	17.592574	57.609689
98.689108	17.781531	35.376707
98.689119	17.665417	33.082859
98.689154	17.604577	28.232365
98.689166	17.6407	40.784193
98.689168	17.6601	20.517104
98.689182	18.390468	62.104264
98.689183	17.780279	40.011871
98.689207	17.606519	22.186037
98.689208	17.639763	8.342724
98.689208	17.639688	7.694825
98.689231	17.651659	17.124204
98.689246	18.389246	70.700313
98.68925	17.782266	30.173487
98.689262	17.639642	7.694825
98.689274	17.63989	15.761638
98.689307	17.651361	22.291989
98.689317	17.60868	59.401266
98.689327	17.644102	17.113729
98.689349	17.660033	20.517104
98.689352	17.651557	17.124204
98.689362	17.652465	84.45617
98.689367	17.60473	28.232365
98.689376	17.77997	38.72349
98.689387	17.437917	121.827174
98.689397	17.606602	17.158445
98.689401	17.640991	25.196508
98.689405	17.46928	15.048662
98.689405	17.790592	39.668402
98.689419	17.781646	35.376707
98.689423	17.640359	17.367411
98.689443	17.639631	19.170991
98.689445	17.644207	17.113729
98.689455	17.643576	40.150416
98.689458	17.644908	50.072793
98.689466	17.640138	8.0853
98.689471	18.334309	58.867122
98.689473	17.640211	8.0853
98.689478	17.469164	15.048662
98.689487	18.359701	30.663919
98.689496	18.360523	57.991439
98.6895	17.641521	23.009923
98.68951	18.359332	41.082095
98.689519	18.359975	6.804683
98.689526	17.782198	30.173487
98.689527	17.469036	9.121218
98.689546	18.390929	58.309514
98.689558	17.606582	17.158445
98.68956	18.389969	55.902301
98.689562	17.591969	13.374112
98.689563	17.642819	34.236782
98.689566	17.641154	25.196508
98.689566	17.592224	28.441764
98.689569	17.641717	18.075953
98.689575	18.360007	6.804683
98.689587	17.468978	9.121218
98.689629	17.779718	34.188089
98.68964	17.591874	13.374112
98.689663	18.359996	9.388096
98.689688	17.604918	39.884455
98.689689	17.639637	26.1445
98.689698	17.606503	17.275344
98.689699	17.641822	18.075953
98.689705	17.609065	53.632097
98.689731	18.358879	55.512772
98.689734	17.653136	84.45617
98.689744	17.665277	51.325245
98.689751	17.659568	28.516622
98.689769	18.390431	26.975118
98.689777	17.790638	39.668402
98.689784	18.359976	13.021943
98.689805	17.468979	17.996411
98.689806	17.642616	34.236782
98.689822	17.59185	19.445422
98.689823	17.469947	1.258564
98.68983	17.469956	1.258564
98.689836	17.643754	44.883445
98.689836	17.643754	44.883445
98.689838	17.606356	11.508268
98.68984	17.470101	12.997277
98.689852	17.470217	1.817008
98.689858	17.436747	132.035203
98.689864	17.470228	1.817008
98.689866	17.46913	17.996411
98.689875	17.65934	28.516622
98.689876	17.470263	4.068187
98.689901	17.469734	9.053125
98.689901	17.469653	9.053125
98.689902	17.658364	19.454718
98.689912	17.470275	4.068187
98.689914	17.469293	11.707157
98.68992	17.645225	21.915514
98.689922	17.781785	48.293743
98.689926	17.469397	11.707157
98.689927	17.659065	31.067652
98.689936	17.639695	16.595167
98.689938	17.609493	36.317314
98.68994	17.779799	17.659163
98.689941	17.606323	11.508268
98.689945	17.644433	38.796741
98.68995	18.359881	20.417259
98.689971	17.606668	26.895352
98.689972	18.390578	26.975118
98.689989	17.606427	12.624746
98.689992	18.391395	21.271687
98.69	17.658217	19.454718
98.690002	17.645406	11.912846
98.690009	17.470357	13.698957
98.690026	18.334359	58.867122
98.690027	18.391187	23.355333
98.690032	17.645509	11.912846
98.690041	17.609805	36.317314
98.690061	17.59189	20.188606
98.690061	17.641609	41.42824
98.690076	18.391569	21.271687
98.690083	17.645943	16.62884
98.690084	17.779719	17.659163
98.690092	17.639689	10.406756
98.6901	17.646091	7.879643
98.690105	18.39094	28.698127
98.690111	17.606934	17.703678
98.690116	18.359692	24.100641
98.690129	17.605005	36.793428
98.690143	17.646149	5.202957
98.69016	17.790938	22.979661
98.690163	18.358153	92.742012
98.690165	17.639626	9.754419
98.690191	17.646162	5.202957
98.690195	17.658059	27.053912
98.690202	17.607067	7.572114
98.690213	18.391779	27.506063
98.690224	17.665215	51.325245
98.690227	17.470345	5.138301
98.690227	17.642484	46.982225
98.690233	17.782257	31.042776
98.690242	17.591945	11.600101
98.690242	17.646129	6.591195
98.690253	17.779363	43.382924
98.690253	17.644621	38.796741
98.690255	17.639609	9.754419
98.690259	18.35986	24.100641
98.690274	17.607067	7.572114
98.690275	17.470345	5.138301
98.690279	17.591751	12.853813
98.69028	17.790766	22.979661
98.690294	17.64596	6.344458
98.690302	17.606937	14.815946
98.690307	17.654029	75.425308
98.690313	17.610027	22.305255
98.690319	17.60665	29.347886
98.690329	17.781982	19.872938
98.69033	17.591855	11.289074
98.690345	17.641866	41.42824
98.690346	17.645931	6.344458
98.690346	17.591612	17.065617
98.690351	17.591955	11.289074
98.690369	17.639644	12.707447
98.690376	17.435667	132.035203
98.690397	17.470334	12.914797
98.690423	17.609856	22.305255
98.690436	17.657936	29.003179
98.690461	17.64506	53.627384
98.690473	17.782097	19.872938
98.690476	17.60501	15.344639
98.690478	17.606434	19.398607
98.690488	17.645943	14.705534
98.690492	18.359292	40.186698
98.690502	17.591567	12.838551
98.690504	17.471078	5.320887
98.690514	17.609421	14.188867
98.690516	17.471136	5.461875
98.690517	17.471032	5.320887
98.690518	17.470369	4.645022
98.690519	17.790835	26.509105
98.690538	17.656812	48.600787
98.690553	17.471171	5.461875
98.690554	17.470392	4.645022
98.690569	17.656375	48.600787
98.690577	17.77902	21.031632
98.690585	17.62448	61.023779
98.690588	17.625054	34.357621
98.690591	17.639927	7.289106
98.690601	17.471206	6.439707
98.690609	17.604954	15.344639
98.690613	17.646001	7.758849
98.690621	17.591587	12.838551
98.690631	17.645672	20.212823
98.690635	17.606344	17.173758
98.690645	17.609446	14.188867
98.690645	17.639967	7.289106
98.690651	17.470486	9.359679
98.690657	17.654619	44.314868
98.690665	18.392387	29.27369
98.690674	17.471334	1.819091
98.69068	17.657675	17.358427
98.690686	17.471346	1.819091
98.690686	17.646001	6.002541
98.690703	17.625343	20.712973
98.690721	17.645832	13.363212
98.690721	17.657342	20.472825
98.690721	17.642285	30.234901
98.69073	17.657526	17.358427
98.690732	17.655872	58.556913
98.690734	17.655011	44.314868
98.690735	17.470916	1.284573
98.690736	17.470462	1.825541
98.69074	17.609539	14.397574
98.690742	17.645993	5.239141
98.690747	17.470916	1.284573
98.690748	17.470451	1.825541
98.690749	18.357501	95.335697
98.69075	17.623954	27.054415
98.690755	17.645948	5.239141
98.690757	17.77894	21.031632
98.690758	17.471567	25.751812
98.690772	17.591697	8.319525
98.690785	17.606403	17.173758
98.690808	17.470916	4.632952
98.690844	17.470893	4.632952
98.690845	17.625471	20.712973
98.69085	17.591707	7.070746
98.690856	18.359187	40.186698
98.690857	17.642045	30.234901
98.690857	17.470439	11.637518
98.690873	17.605636	15.374859
98.690874	17.639979	11.883687
98.690881	17.470695	2.887234
98.690886	18.392546	29.27369
98.690888	17.605498	15.374859
98.690891	17.591657	7.070746
98.690901	17.609943	48.090243
98.690905	17.470684	2.887234
98.690928	17.591558	8.715553
98.690938	17.60458	39.260088
98.690941	17.434452	74.21476
98.690942	17.60659	26.664352
98.690943	17.605809	20.606939
98.690944	17.623796	27.054415
98.690964	17.640043	11.883687
98.690978	17.470393	3.856672
98.690995	17.591513	7.151723
98.691009	17.778975	26.925798
98.691014	17.470684	8.130155
98.691014	17.470393	3.856672
98.691019	18.334183	74.703817
98.691061	17.610416	22.684811
98.691063	17.591513	7.151723
98.691073	17.471788	26.592204
98.691084	17.639028	30.677759
98.691087	17.470661	6.474024
98.691087	17.470602	6.474024
98.691087	17.470475	11.88437
98.691089	18.358608	57.901554
98.691096	17.60596	23.403196
98.691097	17.638224	23.456779
98.691129	17.606868	20.173326
98.691149	17.60487	39.260088
98.69115	17.640251	9.289049
98.691154	17.605307	9.321823
98.691164	17.639293	30.677759
98.691182	17.591573	12.502222
98.691186	17.607041	11.60286
98.69119	17.610579	22.684811
98.691208	17.638754	16.619597
98.69123	17.471975	10.402367
98.691234	17.640274	9.020384
98.691235	17.605274	9.321823
98.691261	17.778918	27.403155
98.691267	17.638089	23.456779
98.69127	17.591648	7.159554
98.691278	17.472056	10.402367
98.691282	18.392653	32.056937
98.691293	17.60702	7.775756
98.691294	17.606707	12.38761
98.691294	17.638629	16.619597
98.691307	17.606951	7.775756
98.691317	17.623686	16.507395
98.691319	17.640262	9.020384
98.691332	17.591673	7.159554
98.691348	17.591514	9.798062
98.691369	17.591618	7.204297
98.691374	17.591429	9.798062
98.691375	17.472161	15.527912
98.691379	17.610708	21.911271
98.691394	17.606507	16.754728
98.69141	17.606696	7.106201
98.691411	17.47237	23.590952
98.691411	17.433958	74.21476
98.691439	17.637827	34.326116
98.691444	17.605245	20.462571
98.691453	17.606647	7.106201
98.691459	17.623746	16.507395
98.691501	18.356817	41.198287
98.691505	17.60507	18.877554
98.691515	17.427075	41.835383
98.691518	17.640067	11.171951
98.691525	17.591345	15.9952
98.691527	18.356271	33.810488
98.691535	17.639287	27.127889
98.691549	17.778563	30.798776
98.691568	17.42812	46.79458
98.691568	18.39275	32.056937
98.691569	17.427598	58.121042
98.69158	17.47265	31.123285
98.691581	17.6063	19.323626
98.691583	17.610677	18.265598
98.691586	18.358387	52.743078
98.691598	18.357913	52.743078
98.6916	17.623954	27.567114
98.691608	17.606129	19.323626
98.691608	17.640015	11.171951
98.691615	17.610183	34.264538
98.691658	17.610528	18.265598
98.691672	17.60513	16.031017
98.691675	17.591355	15.874532
98.691686	18.333959	34.667547
98.691702	17.624266	21.689269
98.691722	18.356512	33.810488
98.691724	17.665018	79.035362
98.691734	17.426761	37.075974
98.691778	17.778391	30.798776
98.691785	17.428486	38.946763
98.691786	17.639337	26.808688
98.691791	17.605231	5.323637
98.69182	17.59139	15.874532
98.691822	17.605148	4.669065
98.691832	17.624417	21.689269
98.691834	17.472789	11.638222
98.691834	17.609957	18.259794
98.691837	17.640027	16.27072
98.691837	17.605211	3.432018
98.691847	17.605182	3.432018
98.691874	17.612725	28.20577
98.691881	17.433418	56.913689
98.691902	17.612473	28.20577
98.691909	17.609808	18.259794
98.69191	18.392856	20.312526
98.691924	17.5915	14.380032
98.691925	17.609521	31.957735
98.691927	17.621432	55.444544
98.691939	18.333759	34.667547
98.691943	17.472801	7.504851
98.691948	17.4288	38.946763
98.691965	18.356248	38.924862
98.691966	17.620502	19.200146
98.691975	17.64009	16.27072
98.691975	17.620675	19.200146
98.691976	17.591619	12.141534
98.691999	17.639466	26.808688
98.692004	17.472836	7.504851
98.692006	17.426553	37.075974
98.69201	17.624523	22.228368
98.692014	17.609201	31.480259
98.692052	18.357092	51.346633
98.692055	17.430264	23.958535
98.692055	17.429898	23.949317
98.692064	17.591689	12.141534
98.692064	17.472894	9.113148
98.692066	18.392962	20.312526
98.692067	17.639708	27.86918
98.692074	17.62573	132.467495
98.692079	17.473377	4.581218
98.692088	17.473336	4.581218
98.6921	17.637687	15.700925
98.6921	17.473267	7.863923
98.692109	17.430473	23.958535
