LONG	LAT	WATER_LEVE	WATER_REDU	QUANTITY	NO	DIFF	DEPTH	DEPTH4DEV	IDOBJECT	ID_WELL	EX	NY	ZONE	LINK	Z
99.160	19.430	6.600	2.700	4.550	8223	17	24.000	24.000	1055	DG96	517071	2148816	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG96	-24.00000000000
98.970	18.930	5.070	3.410	8.000	5477	17	22.500	21.000	1315	DG89	497098	2093922	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG89	-22.50000000000
98.950	18.920	4.800	2.100	11.360	5217	18	22.500	21.000	1272	DG87	494786	2092101	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG87	-22.50000000000
99.290	18.670	6.300	6.000	6.820	9676	18	24.000	21.000	1381	G929	531164	2064754	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G929	-24.00000000000
99.180	19.340	3.030	8.430	5.150	8542	18	21.000	21.000	924	G996	519357	2138693	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G996	-21.00000000000
99.110	18.880	3.000	1.200	11.360	7418	18	21.000	19.500	1751	DG4	512628	2088649	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG4	-21.00000000000
99.120	18.900	4.500	12.000	2.270	7604	18	22.500	0.000	650	DCD6044	513593	2090324	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6044	-22.50000000000
99.210	19.310	6.000	12.000	3.410	8888	18	24.000	0.000	935	DCD6189	522286	2135641	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6189	-24.00000000000
99.310	19.910	7.500	12.000	1.140	9851	18	25.500	24.000	1452	DG51	533296	2202291	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG51	-25.50000000000
98.620	19.630	10.500	12.000	1.360	1434	18	28.500	0.000	1520	DCD6467	460675	2171436	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6467	-28.50000000000
98.890	18.590	12.000	17.000	2.500	4428	18	30.000	0.000	1893	DCD6563	488798	2056014	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6563	-30.00000000000
99.170	19.300	24.000	30.000	2.270	8383	18	42.000	0.000	960	DCD6113	518342	2134780	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6113	-42.00000000000
98.970	19.350	6.100	12.200	4.550	5481	18	24.390	0.000	243	AFD7056	497687	2140292	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7056	-24.39000000000
98.390	18.510	7.620	16.770	4.550	797	18	25.910	0.000	1162	AFD7045	436286	2047458	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7045	-25.91000000000
99.060	19.550	12.200	24.390	9.090	6609	18	30.490	0.000	225	AFD7088	506655	2162648	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7088	-30.49000000000
99.160	19.420	2.700	0.900	2.730	8221	18	21.000	21.000	926	DG98	517249	2148010	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG98	-21.00000000000
99.270	20.020	18.290	27.440	3.410	9535	18	36.590	0.000	1439	AFD7148	528340	2214186	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7148	-36.59000000000
99.110	18.760	9.600	0.000	30.000	7402	18	28.000	27.250	1650	PW4915	511950	2075274	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW4915	-28.00000000000
99.280	20.030	12.200	15.900	1.500	9605	19	31.000	12.150	1416	PW3537	529875	2214995	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW3537	-31.00000000000
98.960	18.920	2.150	3.350	10.650	5347	19	21.000	21.000	1271	G693	495940	2092069	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G693	-21.00000000000
99.120	18.760	3.000	0.000	8.000	7576	19	22.000	18.600	1586	PW3735	512692	2074388	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW3735	-22.00000000000
99.120	19.790	5.000	12.000	2.200	7614	19	24.000	0.000	827	DCD6091	512605	2189374	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6091	-24.00000000000
98.950	18.900	6.000	8.000	4.400	5214	19	25.000	0.000	1287	DCD6364	495363	2089853	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6364	-25.00000000000
98.980	18.860	6.000	9.000	11.000	5564	19	25.000	0.000	1105	DCD6257	498175	2086369	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6257	-25.00000000000
98.720	17.890	6.000	12.000	2.700	1852	19	25.000	0.000	461	DCD5973	471391	1978391	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5973	-25.00000000000
99.250	18.790	6.000	12.000	4.400	9317	19	25.000	0.000	1394	DCD5880	527170	2078376	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5880	-25.00000000000
99.210	19.360	6.000	15.000	4.400	8899	19	25.000	0.000	1052	DCD6153	522744	2141013	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6153	-25.00000000000
99.260	18.780	6.000	18.000	4.400	9417	19	25.000	0.000	1407	DCD5879	527423	2076725	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5879	-25.00000000000
99.170	18.720	5.000	10.000	3.000	8361	19	24.200	24.200	1587	PW21073	517979	2070168	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW21073	-24.20000000000
99.110	18.690	11.630	3.920	8.000	7392	19	31.000	27.540	1706	PW18537	512174	2067120	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW18537	-31.00000000000
99.020	19.480	3.000	6.000	2.270	6043	20	22.500	0.000	188	DCD5934	502816	2154995	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5934	-22.50000000000
99.170	19.720	3.000	13.500	2.270	8411	20	22.500	0.000	315	DCD5966	517838	2181173	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5966	-22.50000000000
99.050	18.730	4.500	6.000	13.630	6434	20	24.000	0.000	2054	DCD6593	506159	2071050	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6593	-24.00000000000
99.270	18.600	4.500	6.000	3.410	9521	20	24.000	0.000	1388	DCD5844	528583	2056711	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5844	-24.00000000000
98.890	18.980	4.500	7.500	4.540	4450	20	24.000	0.000	1249	DCD6367	488948	2099690	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6367	-24.00000000000
99.190	19.400	4.500	12.000	3.410	8658	20	24.000	0.000	991	DCD6205	520274	2145929	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6205	-24.00000000000
99.210	19.330	4.500	15.000	2.270	8889	20	24.000	24.000	1041	G988	522514	2137970	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G988	-24.00000000000
98.980	18.700	6.000	7.500	4.540	5550	20	25.500	0.000	1135	DCD6250	498039	2068082	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6250	-25.50000000000
98.940	19.080	10.500	0.000	10.000	5081	20	30.000	30.000	1199	5901G288	493717	2109736	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=5901G288	-30.00000000000
98.820	18.870	12.000	4.000	15.000	3008	20	31.500	31.500	1264	TG360	481594	2087010	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=TG360	-31.50000000000
98.840	19.090	4.000	3.000	2.000	3301	20	24.000	15.000	1231	5901N028	483766	2110838	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=5901N028	-24.00000000000
98.740	17.880	5.000	12.000	2.600	1964	20	25.000	0.000	429	DCD5974	473176	1977161	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5974	-25.00000000000
98.860	18.950	5.000	16.000	3.000	3717	20	25.000	0.000	1309	DCD6359	485537	2096053	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6359	-25.00000000000
98.820	18.880	5.500	9.000	10.000	3009	20	25.500	25.500	1241	TG359	481092	2087855	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=TG359	-25.50000000000
98.450	17.400	6.000	12.000	2.300	1022	20	26.000	0.000	2216	DCD6644	442422	1924088	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6644	-26.00000000000
99.090	18.840	3.900	0.000	40.000	7102	20	24.000	20.100	493	PW4290	509552	2084064	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW4290	-24.00000000000
99.130	18.850	3.700	0.000	35.000	7754	20	24.000	21.150	608	PW4333	513875	2084271	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW4333	-24.00000000000
99.320	19.910	8.100	6.300	4.550	9977	20	28.500	27.000	1453	DG52	534004	2202042	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG52	-28.50000000000
98.980	18.750	15.600	3.600	3.000	5557	20	36.000	30.300	1117	PW24751	498937	2073764	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW24751	-36.00000000000
99.050	18.690	1.300	4.900	30.000	6430	21	22.000	21.150	2013	PW5146	505375	2066888	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW5146	-22.00000000000
98.960	19.440	1.800	3.000	11.360	5369	21	22.500	0.000	208	DCD5950	496447	2150597	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5950	-22.50000000000
98.710	17.920	3.200	0.000	1.500	1819	21	24.000	24.000	341	PW20536	469406	1981950	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW20536	-24.00000000000
99.220	19.370	3.000	3.000	5.680	9011	21	24.000	0.000	940	DCD6151	523770	2141888	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6151	-24.00000000000
98.930	18.550	3.000	4.500	6.810	4949	21	24.000	0.000	1912	DCD6569	492801	2051390	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6569	-24.00000000000
99.120	18.880	3.000	10.500	3.410	7598	21	24.000	0.000	566	DCD6045	513558	2088638	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6045	-24.00000000000
98.820	18.660	3.000	12.000	4.540	3005	21	24.000	0.000	1806	DCD6555	481997	2063758	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6555	-24.00000000000
99.200	19.350	3.000	15.000	2.270	8795	21	24.000	0.000	1039	DCD6150	521809	2139660	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6150	-24.00000000000
98.930	19.130	4.000	8.000	7.000	4974	21	25.000	25.000	1201	5901D008	493003	2115915	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=5901D008	-25.00000000000
99.160	19.600	5.000	15.000	2.300	8225	21	26.000	0.000	308	DCD5967	517558	2168168	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5967	-26.00000000000
98.730	18.840	7.500	15.000	4.540	1928	21	28.500	0.000	1568	DCD6482	471688	2084038	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6482	-28.50000000000
98.740	17.850	8.000	10.000	2.300	1960	21	29.000	0.000	436	DCD5969	473372	1974191	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5969	-29.00000000000
99.180	19.270	9.000	12.000	1.820	8540	21	30.000	0.000	1008	DCD6185	519843	2131182	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6185	-30.00000000000
99.260	20.010	9.000	15.000	3.410	9425	21	30.000	0.000	1492	DCD6435	528000	2212960	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6435	-30.00000000000
98.880	18.560	9.000	17.000	2.000	4230	21	30.000	0.000	1923	DCD6553	487841	2052741	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6553	-30.00000000000
99.150	19.420	9.000	18.000	2.200	8071	21	30.000	0.000	1046	DCD6209	516567	2147538	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6209	-30.00000000000
98.960	18.800	15.000	23.000	3.900	5334	21	36.000	0.000	1102	DCD6238	495855	2079541	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6238	-36.00000000000
99.110	19.660	18.000	9.000	4.550	7420	21	39.000	33.000	318	G678	512490	2174122	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G678	-39.00000000000
98.760	18.850	21.000	3.000	9.000	2067	21	42.000	39.000	1569	CM525	474784	2085206	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=CM525	-42.00000000000
98.880	18.750	21.000	21.000	12.000	4253	21	42.000	0.000	2119	DCD6614	487888	2073746	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6614	-42.00000000000
98.250	17.680	35.000	7.000	4.000	307	21	56.000	51.000	2219	CM442	420794	1955668	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=CM442	-56.00000000000
99.280	19.890	8.860	13.280	3.300	9601	21	30.000	30.000	1489	DG236	529880	2200138	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG236	-30.00000000000
98.960	18.640	3.800	3.700	40.000	5325	21	25.000	21.430	2021	PW20022	496334	2061957	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW20022	-25.00000000000
98.830	18.630	1.180	1.940	7.200	3206	21	22.500	21.000	1941	DG65	482822	2060742	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG65	-22.50000000000
99.180	19.360	9.150	10.670	9.090	8544	21	30.490	0.000	964	AFD7164	519292	2140902	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7164	-30.49000000000
98.960	19.370	9.150	15.240	4.550	5367	21	30.490	0.000	217	AFD7057	496280	2142178	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7057	-30.49000000000
99.170	19.370	9.150	24.390	2.270	8397	21	30.490	0.000	918	AFD7190	518633	2142542	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=AFD7190	-30.49000000000
99.170	19.340	11.660	3.640	12.940	8389	21	33.000	30.000	1005	G532	517911	2139027	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G532	-33.00000000000
99.120	18.870	2.580	7.180	31.940	7594	21	24.000	22.500	615	DG2	513051	2087520	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DG2	-24.00000000000
99.040	18.920	34.000	4.000	11.000	6306	22	55.500	52.000	1746	CM422	505124	2092093	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=CM422	-55.50000000000
99.170	19.720	0.900	12.000	4.550	8412	22	22.500	21.000	316	G889	517928	2181165	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G889	-22.50000000000
98.860	18.690	8.400	19.500	1.140	3711	22	30.000	30.000	2177	G865	485775	2067404	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G865	-30.00000000000
98.980	19.040	2.100	0.000	1.140	5571	22	24.000	24.000	1765	G538	498412	2105463	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G538	-24.00000000000
98.980	18.890	2.100	3.900	5.680	5567	22	24.000	0.000	1265	DCD6394	498131	2089725	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6394	-24.00000000000
98.970	19.180	2.300	4.000	50.000	5479	22	24.250	24.250	1230	PW5478	497845	2121462	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW5478	-24.25000000000
99.170	19.840	1.000	0.000	4.000	8421	22	23.000	21.400	777	PW6911	517980	2194240	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW6911	-23.00000000000
99.180	19.350	2.000	7.000	5.700	8543	22	24.000	0.000	942	DCD6129	518924	2140626	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6129	-24.00000000000
99.120	18.890	3.000	6.000	5.500	7602	22	25.000	0.000	619	DCD6046	513585	2088939	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6046	-25.00000000000
99.250	18.750	3.000	9.000	2.500	9310	22	25.000	0.000	1390	DCD5871	526646	2073667	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5871	-25.00000000000
99.220	18.810	3.000	12.000	7.000	9004	22	25.000	0.000	1382	DCD5857	523689	2080905	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5857	-25.00000000000
99.240	18.740	3.000	12.000	6.000	9202	22	25.000	0.000	1364	DCD5872	526138	2073092	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD5872	-25.00000000000
99.140	19.380	3.000	13.000	4.400	7920	22	25.000	0.000	957	DCD6142	515505	2143682	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6142	-25.00000000000
99.180	19.380	8.000	10.000	5.000	8546	22	30.000	0.000	1036	DCD6212	519381	2143294	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6212	-30.00000000000
99.210	18.740	7.970	8.400	32.530	8884	22	30.000	30.000	1614	G331	523149	2072604	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G331	-30.00000000000
99.100	18.870	1.730	4.280	7.200	7264	22	24.000	21.000	1727	G829	510890	2087550	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G829	-24.00000000000
98.690	18.450	11.000	2.300	2.000	1734	22	33.300	33.300	108	PW3035	467761	2040084	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=PW3035	-33.30000000000
98.980	18.780	13.690	0.990	7.200	5560	22	36.000	33.000	1065	G842	498388	2076999	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G842	-36.00000000000
99.200	19.400	1.500	9.000	3.410	8803	23	24.000	0.000	1014	DCD6164	522000	2145833	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6164	-24.00000000000
98.870	18.610	1.500	12.000	2.730	4014	23	24.000	0.000	1916	DCD6575	486390	2058672	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6575	-24.00000000000
98.920	18.730	6.000	15.000	1.360	4868	23	28.500	0.000	2210	DCD6633	492578	2071930	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6633	-28.50000000000
99.070	18.780	6.000	18.000	1.140	6746	23	28.500	0.000	662	DCD6055	508398	2076933	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6055	-28.50000000000
98.980	18.800	7.500	6.000	11.360	5561	23	30.000	30.000	1060	G260	498641	2079428	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=G260	-30.00000000000
98.730	18.830	12.000	12.000	6.810	1927	23	34.500	0.000	1556	DCD6481	471876	2082757	47	http://app.dgr.go.th/newpasutara/showwell1.php?wellid=DCD6481	-34.50000000000
