LONG	LAT	RI	REAL_VALUE	ROUNDUP	NORMALIZED	NORMALIZE1
98.98523	18.5205	15.000000000	30000	1	3	0.78
98.99523	18.5205	15.000000000	30000	1	3	0.78
99.01523	18.5205	15.000000000	20000	1	2	0.52
99.03523	18.5205	15.000000000	20000	1	2	0.52
99.05523	18.5205	15.000000000	10000	1	1	0.26
99.06523	18.5205	15.000000000	10000	1	1	0.26
99.07523	18.5205	15.000000000	10000	1	1	0.26
99.08523	18.5205	15.000000000	20000	1	2	0.52
99.22523	18.5205	15.000000000	10000	1	1	0.26
98.88523	18.5105	15.000000000	10000	1	1	0.26
98.89523	18.5105	15.000000000	20000	1	2	0.52
98.92523	18.5105	15.000000000	10000	1	1	0.26
98.94523	18.5105	15.000000000	10000	1	1	0.26
98.97523	18.5105	15.000000000	10000	1	1	0.26
98.98523	18.5105	15.000000000	30000	1	3	0.78
98.99523	18.5105	15.000000000	10000	1	1	0.26
99.00523	18.5105	15.000000000	10000	1	1	0.26
99.01523	18.5105	15.000000000	30000	1	3	0.78
99.02523	18.5105	15.000000000	10000	1	1	0.26
99.06523	18.5105	15.000000000	10000	1	1	0.26
99.07523	18.5105	15.000000000	10000	1	1	0.26
98.86523	18.5005	15.000000000	10000	1	1	0.26
98.88523	18.5005	15.000000000	10000	1	1	0.26
98.90523	18.5005	15.000000000	20000	1	2	0.52
98.92523	18.5005	15.000000000	10000	1	1	0.26
98.93523	18.5005	15.000000000	20000	1	2	0.52
98.95523	18.5005	15.000000000	10000	1	1	0.26
98.96523	18.5005	15.000000000	10000	1	1	0.26
98.97523	18.5005	15.000000000	10000	1	1	0.26
98.98523	18.5005	15.000000000	20000	1	2	0.52
98.99523	18.5005	15.000000000	30000	1	3	0.78
99.01523	18.5005	15.000000000	30000	1	3	0.78
98.85523	18.4905	15.000000000	10000	1	1	0.26
98.88523	18.4905	15.000000000	10000	1	1	0.26
98.90523	18.4905	15.000000000	10000	1	1	0.26
98.94523	18.4905	15.000000000	20000	1	2	0.52
98.96523	18.4905	15.000000000	20000	1	2	0.52
98.98523	18.4905	15.000000000	30000	1	3	0.78
99.00523	18.4905	15.000000000	10000	1	1	0.26
99.01523	18.4905	15.000000000	10000	1	1	0.26
99.19523	18.4905	15.000000000	10000	1	1	0.26
98.83523	18.4805	15.000000000	20000	1	2	0.52
98.84523	18.4805	15.000000000	20000	1	2	0.52
98.86523	18.4805	15.000000000	10000	1	1	0.26
98.87523	18.4805	15.000000000	20000	1	2	0.52
98.88523	18.4805	15.000000000	20000	1	2	0.52
98.90523	18.4805	15.000000000	10000	1	1	0.26
98.95523	18.4805	15.000000000	10000	1	1	0.26
98.96523	18.4805	15.000000000	20000	1	2	0.52
98.97523	18.4805	15.000000000	10000	1	1	0.26
98.98523	18.4805	15.000000000	10000	1	1	0.26
99.18523	18.4805	15.000000000	10000	1	1	0.26
99.19523	18.4805	15.000000000	10000	1	1	0.26
98.81523	18.4705	15.000000000	30000	1	3	0.78
98.84523	18.4705	15.000000000	10000	1	1	0.26
98.85523	18.4705	15.000000000	10000	1	1	0.26
98.87523	18.4705	15.000000000	20000	1	2	0.52
98.82523	18.4605	15.000000000	30000	1	3	0.78
98.87523	18.4605	15.000000000	10000	1	1	0.26
98.88523	18.4605	15.000000000	30000	1	3	0.78
98.90523	18.4605	15.000000000	10000	1	1	0.26
98.91523	18.4605	15.000000000	20000	1	2	0.52
99.14523	18.4605	15.000000000	10000	1	1	0.26
98.79523	18.4505	15.000000000	20000	1	2	0.52
98.81523	18.4505	15.000000000	30000	1	3	0.78
98.84523	18.4505	15.000000000	10000	1	1	0.26
98.72523	18.4405	15.000000000	10000	1	1	0.26
98.81523	18.4405	15.000000000	20000	1	2	0.52
98.85523	18.4405	15.000000000	10000	1	1	0.26
98.95523	18.4405	15.000000000	10000	1	1	0.26
98.97523	18.4405	15.000000000	10000	1	1	0.26
99.12523	18.4405	15.000000000	10000	1	1	0.26
98.73523	18.4305	15.000000000	10000	1	1	0.26
98.75523	18.4305	15.000000000	20000	1	2	0.52
98.78523	18.4305	15.000000000	10000	1	1	0.26
98.79523	18.4305	15.000000000	10000	1	1	0.26
99.08523	18.4305	15.000000000	10000	1	1	0.26
98.73523	18.4205	15.000000000	10000	1	1	0.26
98.74523	18.4205	15.000000000	10000	1	1	0.26
98.75523	18.4205	15.000000000	30000	1	3	0.78
98.77523	18.4205	15.000000000	10000	1	1	0.26
98.80523	18.4205	15.000000000	10000	1	1	0.26
98.81523	18.4205	15.000000000	10000	1	1	0.26
98.96523	18.4205	15.000000000	20000	1	2	0.52
99.01523	18.4205	15.000000000	10000	1	1	0.26
98.78523	18.4105	15.000000000	10000	1	1	0.26
98.98523	18.4105	15.000000000	10000	1	1	0.26
98.98523	18.4005	15.000000000	10000	1	1	0.26
98.99523	18.4005	15.000000000	20000	1	2	0.52
99.00523	18.4005	15.000000000	10000	1	1	0.26
98.69523	18.3905	15.000000000	20000	1	2	0.52
98.69523	18.3805	15.000000000	10000	1	1	0.26
98.70523	18.3505	15.000000000	20000	1	2	0.52
98.70523	18.3405	15.000000000	20000	1	2	0.52
98.80523	18.3205	15.000000000	10000	1	1	0.26
98.82523	18.2705	15.000000000	10000	1	1	0.26
98.87523	18.0105	15.000000000	10000	1	1	0.26
98.88523	18.0105	15.000000000	20000	1	2	0.52
98.89523	17.9705	15.000000000	10000	1	1	0.26
98.91523	17.9105	15.000000000	10000	1	1	0.26
98.93523	17.8505	15.000000000	10000	1	1	0.26
98.95523	17.7905	15.000000000	10000	1	1	0.26
98.96523	17.7805	15.000000000	10000	1	1	0.26
98.96523	17.7705	15.000000000	20000	1	2	0.52
98.95523	17.7505	15.000000000	10000	1	1	0.26
99.01523	17.7505	15.000000000	10000	1	1	0.26
98.93523	17.7405	15.000000000	10000	1	1	0.26
99.02523	17.7405	15.000000000	10000	1	1	0.26
99.02523	17.7305	15.000000000	10000	1	1	0.26
98.91523	17.7205	15.000000000	10000	1	1	0.26
98.96523	17.7205	15.000000000	10000	1	1	0.26
98.90523	17.7105	15.000000000	10000	1	1	0.26
98.94523	17.7105	15.000000000	10000	1	1	0.26
98.97523	17.7005	15.000000000	10000	1	1	0.26
98.92523	17.6805	15.000000000	10000	1	1	0.26
98.93523	17.6805	15.000000000	10000	1	1	0.26
99.14523	18.7005	7.500000000	40000	2	4	1.03
99.14523	18.6905	7.500000000	40000	2	4	1.03
99.11523	18.6805	7.500000000	40000	2	4	1.03
99.12523	18.6805	7.500000000	50000	2	5	1.29
99.13523	18.6805	7.500000000	40000	2	4	1.03
99.14523	18.6805	7.500000000	40000	2	4	1.03
99.15523	18.6805	7.500000000	60000	2	6	1.55
99.08523	18.6705	7.500000000	40000	2	4	1.03
99.09523	18.6705	7.500000000	50000	2	5	1.29
99.10523	18.6705	7.500000000	50000	2	5	1.29
99.11523	18.6705	7.500000000	40000	2	4	1.03
99.04523	18.6605	7.500000000	40000	2	4	1.03
99.07523	18.6605	7.500000000	40000	2	4	1.03
99.09523	18.6605	7.500000000	40000	2	4	1.03
99.14523	18.6605	7.500000000	40000	2	4	1.03
99.09523	18.6505	7.500000000	50000	2	5	1.29
99.10523	18.6505	7.500000000	50000	2	5	1.29
99.12523	18.6505	7.500000000	50000	2	5	1.29
99.13523	18.6505	7.500000000	50000	2	5	1.29
99.14523	18.6505	7.500000000	50000	2	5	1.29
99.08523	18.6405	7.500000000	60000	2	6	1.55
99.09523	18.6405	7.500000000	40000	2	4	1.03
99.10523	18.6405	7.500000000	50000	2	5	1.29
99.12523	18.6405	7.500000000	50000	2	5	1.29
99.07523	18.6305	7.500000000	50000	2	5	1.29
99.09523	18.6305	7.500000000	40000	2	4	1.03
99.12523	18.6305	7.500000000	40000	2	4	1.03
99.07523	18.6105	7.500000000	50000	2	5	1.29
99.04523	18.6005	7.500000000	50000	2	5	1.29
98.99523	18.5905	7.500000000	40000	2	4	1.03
99.02523	18.5905	7.500000000	40000	2	4	1.03
98.97523	18.5805	7.500000000	50000	2	5	1.29
99.03523	18.5805	7.500000000	40000	2	4	1.03
98.97523	18.5705	7.500000000	50000	2	5	1.29
98.98523	18.5705	7.500000000	50000	2	5	1.29
98.96523	18.5605	7.500000000	50000	2	5	1.29
98.97523	18.5605	7.500000000	50000	2	5	1.29
99.05523	18.5605	7.500000000	40000	2	4	1.03
99.09523	18.5605	7.500000000	40000	2	4	1.03
98.95523	18.5505	7.500000000	50000	2	5	1.29
98.99523	18.5505	7.500000000	60000	2	6	1.55
99.01523	18.5505	7.500000000	50000	2	5	1.29
99.02523	18.5505	7.500000000	40000	2	4	1.03
99.07523	18.5505	7.500000000	60000	2	6	1.55
98.97523	18.5405	7.500000000	40000	2	4	1.03
98.99523	18.5405	7.500000000	50000	2	5	1.29
99.01523	18.5405	7.500000000	40000	2	4	1.03
99.06523	18.5405	7.500000000	40000	2	4	1.03
98.97523	18.5305	7.500000000	70000	2	7	1.81
98.98523	18.5305	7.500000000	60000	2	6	1.55
98.99523	18.5305	7.500000000	40000	2	4	1.03
99.02523	18.5305	7.500000000	50000	2	5	1.29
99.03523	18.5305	7.500000000	40000	2	4	1.03
99.04523	18.5305	7.500000000	40000	2	4	1.03
99.02523	18.5205	7.500000000	40000	2	4	1.03
98.87523	18.5005	7.500000000	60000	2	6	1.55
99.00523	18.5005	7.500000000	40000	2	4	1.03
98.86523	18.4905	7.500000000	70000	2	7	1.81
98.87523	18.4905	7.500000000	40000	2	4	1.03
98.97523	18.4905	7.500000000	50000	2	5	1.29
98.82523	18.4705	7.500000000	40000	2	4	1.03
98.83523	18.4705	7.500000000	60000	2	6	1.55
98.81523	18.4605	7.500000000	50000	2	5	1.29
98.77523	18.4405	7.500000000	40000	2	4	1.03
98.78523	18.4405	7.500000000	40000	2	4	1.03
98.79523	18.4405	7.500000000	60000	2	6	1.55
98.76523	18.4305	7.500000000	60000	2	6	1.55
98.77523	18.4305	7.500000000	70000	2	7	1.81
98.99523	18.4105	7.500000000	40000	2	4	1.03
99.00523	18.4105	7.500000000	40000	2	4	1.03
99.08523	18.6605	5.000000000	90000	3	9	2.33
99.11523	18.6405	5.000000000	110000	3	11	2.84
98.98523	18.5405	5.000000000	80000	3	8	2.07
98.80523	18.4505	5.000000000	90000	3	9	2.33
98.80523	18.4405	5.000000000	80000	3	8	2.07
